"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"Dist_To_River+Dist_To_Shore.by.TH_PA+Sand+TH_PA","Dist_To_River+Dist_To_Shore.by.TH_PA+Sand+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",6.00470957614137,25.6109874561436,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"Dist_To_River+Dist_To_Shore.by.TH_PA+Rocks+TH_PA","Dist_To_River+Dist_To_Shore.by.TH_PA+Rocks+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",6.00470957614137,25.6109874561436,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.by.SY_PA+Sand+SY_PA","Dissolved.oxygen.Min+Dist_To_Shore.by.SY_PA+Sand+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",6.00470957614137,25.6109874561436,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Dissolved.oxygen.Min+Dist_To_Shore.by.SY_PA+Seagrass_PA+SY_PA","Dissolved.oxygen.Min+Dist_To_Shore.by.SY_PA+Seagrass_PA+SY_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",6.00470957614137,25.6109874561436,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Dist_To_Shore.by.Sand+Latitude+Sand+SY_PA","Dist_To_Shore.by.Sand+Latitude+Sand+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",6.00470957614137,25.6109874561436,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"Depth.by.SY_PA+Dist_To_Shore.by.SY_PA+Rocks+SY_PA","Depth.by.SY_PA+Dist_To_Shore.by.SY_PA+Rocks+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",6.00470957614137,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Depth.by.TH_PA+Dist_To_Shore.by.SY_PA+SY_PA+TH_PA","Depth.by.TH_PA+Dist_To_Shore.by.SY_PA+SY_PA+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",6.00470957614137,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Depth.by.SY_PA+Dist_To_Shore.by.SY_PA+HA_PA+SY_PA","Depth.by.SY_PA+Dist_To_Shore.by.SY_PA+HA_PA+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",6.00470957614137,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Depth+Dist_To_Shore.by.TH_PA+SY_PA+TH_PA","Depth+Dist_To_Shore.by.TH_PA+SY_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",6.00470957614137,25.6109874561436,0,NA,6,3,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Depth.by.SY_PA+Dist_To_Shore.by.SY_PA+Sand+SY_PA","Depth.by.SY_PA+Dist_To_Shore.by.SY_PA+Sand+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",6.00470957614138,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Depth.by.Mud+Dist_To_Shore.by.SY_PA+Mud+SY_PA","Depth.by.Mud+Dist_To_Shore.by.SY_PA+Mud+SY_PA","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Mud + SY_PA",6.00470957614138,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Depth.by.SY_PA+Dist_To_Shore.by.SY_PA+Seagrass_PA+SY_PA","Depth.by.SY_PA+Dist_To_Shore.by.SY_PA+Seagrass_PA+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",6.00470957614138,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Depth.by.HA_PA+Dist_To_Shore.by.SY_PA+HA_PA+SY_PA","Depth.by.HA_PA+Dist_To_Shore.by.SY_PA+HA_PA+SY_PA","s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",6.00470957614138,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Depth.by.Sand+Dist_To_Shore.by.SY_PA+Sand+SY_PA","Depth.by.Sand+Dist_To_Shore.by.SY_PA+Sand+SY_PA","s(Depth, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",6.00470957614138,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"BottomVegCover.by.SY_PA+Dist_To_Shore.by.Sand+Sand+SY_PA","BottomVegCover.by.SY_PA+Dist_To_Shore.by.Sand+Sand+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",6.00470957614138,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"Dist_To_Shore.by.Seagrass_PA+Mud+Seagrass_PA","Dist_To_Shore.by.Seagrass_PA+Mud+Seagrass_PA","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Mud + Seagrass_PA",6.00470957614138,25.6109874561436,0,NA,5,2,4.004,17.074,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Dist_To_River.by.SY_PA+Dist_To_Shore.by.Mud+Mud+SY_PA","Dist_To_River.by.SY_PA+Dist_To_Shore.by.Mud+Mud+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",6.00470957614138,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"Depth.by.Seagrass_PA+Dist_To_Shore.by.SY_PA+Seagrass_PA+SY_PA","Depth.by.Seagrass_PA+Dist_To_Shore.by.SY_PA+Seagrass_PA+SY_PA","s(Depth, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",6.00470957614138,25.6109874561436,0,NA,7,4,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"Dist_To_Shore.by.Seagrass_PA+Rocks+Seagrass_PA","Dist_To_Shore.by.Seagrass_PA+Rocks+Seagrass_PA","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Rocks + Seagrass_PA",6.00470957614138,25.6109874561437,0,NA,5,2,4.004,17.074,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Dist_To_Shore.by.Seagrass_PA+Sand+Seagrass_PA","Dist_To_Shore.by.Seagrass_PA+Sand+Seagrass_PA","s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Sand + Seagrass_PA",6.00470957614138,25.6109874561437,0,NA,5,2,4.004,17.074,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Dist_To_River+Dist_To_Shore.by.Mud+Mud+TH_PA","Dist_To_River+Dist_To_Shore.by.Mud+Mud+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + TH_PA",6.00470957614138,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"BottomVegCover.by.Mud+Dist_To_Shore.by.Mud+Mud+SY_PA","BottomVegCover.by.Mud+Dist_To_Shore.by.Mud+Mud+SY_PA","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",6.00470957614138,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+TH_PA","Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + TH_PA",6.00470957614138,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"Dist_To_River.by.SY_PA+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","Dist_To_River.by.SY_PA+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",6.00470957614139,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"Dist_To_Shore.by.Seagrass_PA+Latitude+Seagrass_PA+SY_PA","Dist_To_Shore.by.Seagrass_PA+Latitude+Seagrass_PA+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"Depth+Dist_To_Shore.by.Mud+Mud+SY_PA","Depth+Dist_To_Shore.by.Mud+Mud+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Dist_To_River+Dist_To_Shore.by.Mud+HA_PA+Mud","Dist_To_River+Dist_To_Shore.by.Mud+HA_PA+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Dist_To_Shore.by.Mud+Latitude.by.SY_PA+Mud+SY_PA","Dist_To_Shore.by.Mud+Latitude.by.SY_PA+Mud+SY_PA","s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Mud + SY_PA",6.00470957614139,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"BottomVegCover+Dist_To_Shore.by.Mud+Mud+Sand","BottomVegCover+Dist_To_Shore.by.Mud+Mud+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + Sand",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"Dist_To_Shore.by.Mud+HA_PA+Latitude+Mud","Dist_To_Shore.by.Mud+HA_PA+Latitude+Mud","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"Dist_To_River+Dist_To_Shore.by.Sand+Sand+TH_PA","Dist_To_River+Dist_To_Shore.by.Sand+Sand+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"Dist_To_Shore.by.SY_PA+Seagrass_PA+SY_PA+Temperature.Min","Dist_To_Shore.by.SY_PA+Seagrass_PA+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"Dist_To_Shore.by.Mud+Latitude+Mud+Seagrass_PA","Dist_To_Shore.by.Mud+Latitude+Mud+Seagrass_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + Seagrass_PA",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"Dist_To_Shore.by.Mud+Latitude.by.Mud+Mud+SY_PA","Dist_To_Shore.by.Mud+Latitude.by.Mud+Mud+SY_PA","s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + s(Latitude, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",6.00470957614139,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+Sand","Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Sand",6.00470957614139,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+Mud+SY_PA","Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+Mud+SY_PA","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",6.00470957614139,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+HA_PA+TH_PA","Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+HA_PA+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + HA_PA + TH_PA",6.00470957614139,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"Dist_To_River.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","Dist_To_River.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",6.00470957614139,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"Dist_To_Shore.by.Mud+Latitude+Mud+Sand","Dist_To_Shore.by.Mud+Latitude+Mud+Sand","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"BottomVegCover.by.Sand+Dist_To_Shore.by.Sand+Sand+SY_PA","BottomVegCover.by.Sand+Dist_To_Shore.by.Sand+Sand+SY_PA","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",6.0047095761414,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"Dist_To_River+Dist_To_Shore.by.Mud+Mud+Sand","Dist_To_River+Dist_To_Shore.by.Mud+Mud+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+Rocks","Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","Depth+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Dist_To_River+Dist_To_Shore.by.Sand+HA_PA+Sand","Dist_To_River+Dist_To_Shore.by.Sand+HA_PA+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + HA_PA + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+Mud","Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Mud",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Dist_To_River.by.SY_PA+Dist_To_Shore.by.Sand+Sand+SY_PA","Dist_To_River.by.SY_PA+Dist_To_Shore.by.Sand+Sand+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",6.0047095761414,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+Mud+TH_PA","Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+Mud+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",6.0047095761414,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"Dist_To_Shore.by.Rocks+Rocks+SY_PA","Dist_To_Shore.by.Rocks+Rocks+SY_PA","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",6.0047095761414,25.6109874561437,0,NA,5,2,4.004,17.074,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Dist_To_Shore.by.SY_PA+Mud+SY_PA+Temperature.Min","Dist_To_Shore.by.SY_PA+Mud+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + Mud + SY_PA",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"Dist_To_Shore.by.HA_PA+HA_PA+Latitude+Sand","Dist_To_Shore.by.HA_PA+HA_PA+Latitude+Sand","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"Dist_To_Shore.by.HA_PA+HA_PA+Latitude+Mud","Dist_To_Shore.by.HA_PA+HA_PA+Latitude+Mud","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Mud",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"Dist_To_Shore.by.HA_PA+HA_PA+Latitude.by.SY_PA+SY_PA","Dist_To_Shore.by.HA_PA+HA_PA+Latitude.by.SY_PA+SY_PA","s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",6.0047095761414,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+Sand+TH_PA","Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+Sand+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",6.0047095761414,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+Rocks+TH_PA","Dist_To_River.by.TH_PA+Dist_To_Shore.by.TH_PA+Rocks+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",6.0047095761414,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"BottomVegCover+Dist_To_Shore.by.Sand+Mud+Sand","BottomVegCover+Dist_To_Shore.by.Sand+Mud+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Mud + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.by.Sand+Rocks+Sand","BottomVegCover+Dist_To_Shore.by.Sand+Rocks+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"Dist_To_Shore.by.Sand+HA_PA+Latitude+Sand","Dist_To_Shore.by.Sand+HA_PA+Latitude+Sand","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + HA_PA + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"Dist_To_Shore.by.HA_PA+HA_PA+Latitude+Rocks","Dist_To_Shore.by.HA_PA+HA_PA+Latitude+Rocks","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"Dist_To_River.by.HA_PA+Dist_To_Shore.by.TH_PA+HA_PA+TH_PA","Dist_To_River.by.HA_PA+Dist_To_Shore.by.TH_PA+HA_PA+TH_PA","s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + HA_PA + TH_PA",6.0047095761414,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
"Dist_To_Shore.by.Sand+Latitude+Sand+Seagrass_PA","Dist_To_Shore.by.Sand+Latitude+Sand+Seagrass_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand + Seagrass_PA",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"Dist_To_River+Dist_To_Shore.by.Sand+Mud+Sand","Dist_To_River+Dist_To_Shore.by.Sand+Mud+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Mud + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"Dist_To_River+Dist_To_Shore.by.Sand+Rocks+Sand","Dist_To_River+Dist_To_Shore.by.Sand+Rocks+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_Shore.by.Sand+Latitude+Mud+Sand","Dist_To_Shore.by.Sand+Latitude+Mud+Sand","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Mud + Sand",6.0047095761414,25.6109874561437,0,NA,6,3,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Dist_To_Shore.by.HA_PA+HA_PA+Latitude.by.HA_PA+SY_PA","Dist_To_Shore.by.HA_PA+HA_PA+Latitude.by.HA_PA+SY_PA","s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + s(Latitude, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",6.0047095761414,25.6109874561437,0,NA,7,4,4.004,17.074,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
