"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"Rocks+Sand+Seagrass_PA+Temperature.Min","Rocks+Sand+Seagrass_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + Rocks + Sand + Seagrass_PA",731.247,770.8083,0.00117,NA,5,0,46.452,48.21,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"Rocks+Sand+Seagrass_PA+Temperature.Min.by.Rocks","Rocks+Sand+Seagrass_PA+Temperature.Min.by.Rocks","s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand + Seagrass_PA",731.247,770.8083,0.00117,NA,6,1,46.452,48.21,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"Dist_To_River+Sand+SY_PA+Temperature.Min","Dist_To_River+Sand+SY_PA+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Sand + SY_PA",731.2667,771.1284,0.00562,NA,5,0,46.472,48.53,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"Dist_To_River.by.HA_PA+HA_PA+Salinity.Min+Sand","Dist_To_River.by.HA_PA+HA_PA+Salinity.Min+Sand","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Sand",731.2787,777.4776,0.00766,NA,6.04,0,46.484,54.879,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"Depth.te.Dist_To_River+Salinity.Min","Depth.te.Dist_To_River+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",731.2818,771.6168,0.00961,NA,4.25,0,46.487,49.018,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Salinity.Min","Depth.te.Dist_To_Shore+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts""))",731.2991,762.4974,0.01464,NA,4.43,1,46.504,39.899,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Depth+Salinity.Min","Depth+Salinity.Min","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"")",731.3006,762.5036,0.01464,NA,4.43,1,46.506,39.905,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Depth+Dist_To_Shore+Salinity.Min","Depth+Dist_To_Shore+Salinity.Min","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"")",731.3014,762.5093,0.01464,NA,5.43,2,46.507,39.911,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Dist_To_Shore+Salinity.Min","Dist_To_Shore+Salinity.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"")",731.3027,762.5161,0.01464,NA,4.43,1,46.508,39.917,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Depth.te.Salinity.Min+Dist_To_River+Sand","Depth.te.Salinity.Min+Dist_To_River+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",731.3126,796.8221,0.01143,NA,7.85,0,46.518,74.223,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Dist_To_River.by.SY_PA+Dist_To_Shore.te.Temperature.Min+SY_PA","Dist_To_River.by.SY_PA+Dist_To_Shore.te.Temperature.Min+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",731.3316,779.6041,0.00647,NA,6.45,1,46.537,57.005,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"Depth+Salinity.Min+SY_PA","Depth+Salinity.Min+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + SY_PA",731.3355,768.7503,0.01298,NA,5.37,1,46.541,46.152,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Depth.by.SY_PA+Salinity.Min+SY_PA","Depth.by.SY_PA+Salinity.Min+SY_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",731.3356,768.7505,0.01298,NA,6.37,2,46.541,46.152,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Depth+Mud+Salinity.Min+Sand","Depth+Mud+Salinity.Min+Sand","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Mud + Sand",731.3358,776.0804,0.01395,NA,6.54,1,46.541,53.482,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Dist_To_Shore.by.SY_PA+Salinity.Min+SY_PA","Dist_To_Shore.by.SY_PA+Salinity.Min+SY_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",731.3368,768.756,0.01298,NA,6.37,2,46.542,46.157,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Dist_To_Shore+Mud+Salinity.Min+Sand","Dist_To_Shore+Mud+Salinity.Min+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Mud + Sand",731.3394,776.0885,0.01395,NA,6.54,1,46.545,53.49,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Dist_To_River.by.Sand+Dist_To_Shore+Salinity.Min+Sand","Dist_To_River.by.Sand+Dist_To_Shore+Salinity.Min+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",731.3417,773.3068,0.00903,NA,6.05,1,46.547,50.708,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Depth.by.Rocks+Rocks+Salinity.Min+SY_PA","Depth.by.Rocks+Rocks+Salinity.Min+SY_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + Rocks + SY_PA",731.3421,774.9791,0.00063,NA,7.31,2,46.547,52.38,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"Depth+Rocks+Salinity.Min+SY_PA","Depth+Rocks+Salinity.Min+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Rocks + SY_PA",731.3421,774.9793,0.00063,NA,6.31,1,46.548,52.381,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"Depth.by.SY_PA+Rocks+Salinity.Min+SY_PA","Depth.by.SY_PA+Rocks+Salinity.Min+SY_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",731.3435,774.9847,0.00068,NA,7.31,2,46.549,52.386,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"Dist_To_Shore.by.Sand+Mud+Salinity.Min+Sand","Dist_To_Shore.by.Sand+Mud+Salinity.Min+Sand","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Mud + Sand",731.3474,776.0907,0.01395,NA,7.54,2,46.553,53.492,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Depth.te.Dist_To_Shore+HA_PA+Salinity.Min","Depth.te.Dist_To_Shore+HA_PA+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",731.3573,769.2046,0.01545,NA,5.46,1,46.563,46.606,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Dist_To_Shore+HA_PA+Salinity.Min","Dist_To_Shore+HA_PA+Salinity.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + HA_PA",731.3583,769.2097,0.01545,NA,5.46,1,46.564,46.611,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Depth+HA_PA+Salinity.Min","Depth+HA_PA+Salinity.Min","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + HA_PA",731.3584,769.2048,0.01545,NA,5.46,1,46.564,46.606,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Depth+Dist_To_Shore+HA_PA+Salinity.Min","Depth+Dist_To_Shore+HA_PA+Salinity.Min","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + HA_PA",731.359,769.2132,0.01545,NA,6.46,2,46.564,46.614,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Dist_To_River.by.SY_PA+Sand+SY_PA+Temperature.Min","Dist_To_River.by.SY_PA+Sand+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",731.3647,771.2292,0.00568,NA,6,1,46.57,48.63,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
"Dist_To_Shore.te.Dist_To_River+HA_PA+Salinity.Min","Dist_To_Shore.te.Dist_To_River+HA_PA+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",731.3662,774.5769,0.00967,NA,4.79,0,46.572,51.978,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Depth.by.Rocks+Rocks+Salinity.Min.by.Rocks","Depth.by.Rocks+Rocks+Salinity.Min.by.Rocks","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.3715,768.863,0.00078,NA,7.39,3,46.577,46.264,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Depth+Rocks+Salinity.Min","Depth+Rocks+Salinity.Min","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Rocks",731.3717,768.8635,0.00073,NA,5.39,1,46.577,46.265,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Depth+Rocks+Salinity.Min.by.Rocks","Depth+Rocks+Salinity.Min.by.Rocks","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.3722,768.8638,0.00073,NA,6.39,2,46.578,46.265,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Depth.by.Rocks+Rocks+Salinity.Min","Depth.by.Rocks+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.3725,768.8676,0.00083,NA,6.39,2,46.578,46.269,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_Shore+Rocks+Salinity.Min","Depth.te.Dist_To_Shore+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Rocks",731.3731,768.8716,0.00054,NA,5.39,1,46.579,46.273,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_Shore+Rocks+Salinity.Min.by.Rocks","Depth.te.Dist_To_Shore+Rocks+Salinity.Min.by.Rocks","s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Rocks",731.3739,768.8754,0.00057,NA,6.39,2,46.579,46.277,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Dist_To_River.te.Temperature.Min+Rocks+SY_PA","Dist_To_River.te.Temperature.Min+Rocks+SY_PA","te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks + SY_PA",731.3742,784.6022,0.00104,NA,6.26,0,46.58,62.003,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
"Dist_To_Shore+Sand+Seagrass_PA+Temperature.Min","Dist_To_Shore+Sand+Seagrass_PA+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Sand + Seagrass_PA",731.3826,769.7249,0.00609,NA,5,0,46.588,47.126,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Sand+Seagrass_PA+Temperature.Min","Sand+Seagrass_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + Sand + Seagrass_PA",731.4074,764.4427,0.00565,NA,4,0,46.613,41.844,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Depth.by.Seagrass_PA+Sand+Seagrass_PA+Temperature.Min","Depth.by.Seagrass_PA+Sand+Seagrass_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Seagrass_PA, k = 4, bs = ""ts"") + Sand + Seagrass_PA",731.4076,764.4436,0.00565,NA,6,2,46.613,41.845,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Depth+Sand+Seagrass_PA+Temperature.Min","Depth+Sand+Seagrass_PA+Temperature.Min","s(Depth, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Sand + Seagrass_PA",731.4077,764.4437,0.00565,NA,5,1,46.613,41.845,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Depth.by.Sand+Sand+Seagrass_PA+Temperature.Min","Depth.by.Sand+Sand+Seagrass_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand + Seagrass_PA",731.4081,764.4456,0.00565,NA,6,2,46.613,41.847,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Dist_To_River+HA_PA+SY_PA+Temperature.Min","Dist_To_River+HA_PA+SY_PA+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + HA_PA + SY_PA",731.4109,771.2986,0.00522,NA,5,0,46.616,48.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"Mud+Sand+Seagrass_PA+Temperature.Min","Mud+Sand+Seagrass_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + Mud + Sand + Seagrass_PA",731.4306,770.9908,0.0062,NA,5,0,46.636,48.392,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
"Depth.te.Salinity.Min+Dist_To_River+HA_PA","Depth.te.Salinity.Min+Dist_To_River+HA_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",731.482,796.1915,0.01197,NA,7.73,0,46.687,73.593,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Dist_To_River.by.SY_PA+HA_PA+SY_PA+Temperature.Min","Dist_To_River.by.SY_PA+HA_PA+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",731.5074,771.396,0.00527,NA,6,1,46.713,48.797,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"Rocks+Sand+Seagrass_PA+Temperature.Min.by.Sand","Rocks+Sand+Seagrass_PA+Temperature.Min.by.Sand","s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand + Seagrass_PA",731.5148,777.5531,0.00124,NA,6,0,46.72,54.954,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"Dist_To_Shore.te.Dist_To_River+Salinity.Min+Sand","Dist_To_Shore.te.Dist_To_River+Salinity.Min+Sand","s(Salinity.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + Sand",731.5167,775.1165,0.00944,NA,4.84,0,46.722,52.518,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Dist_To_River.by.HA_PA+HA_PA+SY_PA+Temperature.Min.by.SY_PA","Dist_To_River.by.HA_PA+HA_PA+SY_PA+Temperature.Min.by.SY_PA","s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",731.5247,777.2685,0.00493,NA,7,1,46.73,54.67,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"Dist_To_Shore.by.SY_PA+SY_PA+Temperature.Min.te.BottomVegCover","Dist_To_Shore.by.SY_PA+SY_PA+Temperature.Min.te.BottomVegCover","s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",731.5561,788.8311,0.00725,NA,8.02,1,46.761,66.232,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Depth.by.Rocks+HA_PA+Rocks+Salinity.Min.by.Rocks","Depth.by.Rocks+HA_PA+Rocks+Salinity.Min.by.Rocks","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5575,775.7342,0.00072,NA,8.42,3,46.763,53.135,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Depth+HA_PA+Rocks+Salinity.Min.by.Rocks","Depth+HA_PA+Rocks+Salinity.Min.by.Rocks","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5576,775.7345,0.00072,NA,7.42,2,46.763,53.136,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Depth.by.HA_PA+HA_PA+Rocks+Salinity.Min","Depth.by.HA_PA+HA_PA+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5581,775.7373,0.00059,NA,7.42,2,46.764,53.139,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Depth.by.HA_PA+HA_PA+Rocks+Salinity.Min.by.Rocks","Depth.by.HA_PA+HA_PA+Rocks+Salinity.Min.by.Rocks","s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5582,775.7375,0.00062,NA,8.42,3,46.764,53.139,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Depth.by.Rocks+HA_PA+Rocks+Salinity.Min","Depth.by.Rocks+HA_PA+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5584,775.738,0.00079,NA,7.42,2,46.764,53.139,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Depth+HA_PA+Rocks+Salinity.Min","Depth+HA_PA+Rocks+Salinity.Min","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5586,775.739,0.00079,NA,6.42,1,46.764,53.14,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Dist_To_Shore+HA_PA+Rocks+Salinity.Min","Dist_To_Shore+HA_PA+Rocks+Salinity.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5589,775.7413,6e-04,NA,6.42,1,46.764,53.143,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Dist_To_Shore.by.Rocks+HA_PA+Rocks+Salinity.Min","Dist_To_Shore.by.Rocks+HA_PA+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5589,775.7414,6e-04,NA,7.42,2,46.764,53.143,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Dist_To_Shore.by.Rocks+HA_PA+Rocks+Salinity.Min.by.Rocks","Dist_To_Shore.by.Rocks+HA_PA+Rocks+Salinity.Min.by.Rocks","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5596,775.7448,0.00065,NA,8.42,3,46.765,53.146,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Dist_To_Shore+HA_PA+Rocks+Salinity.Min.by.Rocks","Dist_To_Shore+HA_PA+Rocks+Salinity.Min.by.Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + HA_PA + Rocks",731.5596,775.7448,0.00065,NA,7.42,2,46.765,53.146,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Depth.te.Dist_To_River+Salinity.Min.by.Sand+Sand","Depth.te.Dist_To_River+Salinity.Min.by.Sand+Sand","s(Salinity.Min, by = Sand, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + Sand",731.5728,786.8301,0.00735,NA,6.35,0,46.778,64.231,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"Dist_To_River.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Temperature.Min.by.Rocks","Dist_To_River.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.5759,770.6865,0.00101,NA,8,3,46.781,48.088,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_River.by.Rocks+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","Dist_To_River.by.Rocks+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.5759,770.6865,0.00101,NA,7,2,46.781,48.088,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_River+Dist_To_Shore.by.Rocks+Rocks+Temperature.Min.by.Rocks","Dist_To_River+Dist_To_Shore.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.5759,770.6865,0.00099,NA,7,2,46.781,48.088,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_River+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","Dist_To_River+Dist_To_Shore+Rocks+Temperature.Min.by.Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.5759,770.6865,0.00099,NA,6,1,46.781,48.088,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_River.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Temperature.Min","Dist_To_River.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.5759,770.6865,0.001,NA,7,2,46.781,48.088,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_River.by.Rocks+Dist_To_Shore+Rocks+Temperature.Min","Dist_To_River.by.Rocks+Dist_To_Shore+Rocks+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.5759,770.6865,0.001,NA,6,1,46.781,48.088,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_River+Dist_To_Shore.by.Rocks+Rocks+Temperature.Min","Dist_To_River+Dist_To_Shore.by.Rocks+Rocks+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks",731.5759,770.6865,0.00098,NA,6,1,46.781,48.088,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_River+Dist_To_Shore+Rocks+Temperature.Min","Dist_To_River+Dist_To_Shore+Rocks+Temperature.Min","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Rocks",731.5759,770.6865,0.00098,NA,5,0,46.781,48.088,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore+SY_PA+Temperature.Min.te.BottomVegCover","Dist_To_Shore+SY_PA+Temperature.Min.te.BottomVegCover","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",731.5769,788.9241,0.00738,NA,7.02,0,46.782,66.325,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Dist_To_River.by.Sand+HA_PA+Salinity.Min+Sand","Dist_To_River.by.Sand+HA_PA+Salinity.Min+Sand","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + HA_PA + Sand",731.5843,786.7369,0.01123,NA,7.16,0,46.79,64.138,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"Depth.te.BottomVegCover+SY_PA+Temperature.Min","Depth.te.BottomVegCover+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",731.593,778.4409,0.00658,NA,5.32,0,46.798,55.842,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Depth.te.Dist_To_River+Dist_To_Shore+Salinity.Min","Depth.te.Dist_To_River+Dist_To_Shore+Salinity.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",731.6005,773.724,0.00974,NA,5.25,1,46.806,51.125,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
